FLBThreshold	15
dbounceCount	3
pumpMinPWM	0
pumpMaxPWM	210
mlPerFlowMeterPulse	0.42
unionThreshold	3.00
Kpp	5.00
Kpi	5.00
Kpd	1.00
Kfp	5.00
Kfi	5.00
Kfd	1.00
Sizeof PWM Profile	201
Sizeof Pressure Profile	201
Sizeof Flow Profile	201
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	4
115	6
116	10
117	14
118	21
119	23
120	30
121	34
122	38
123	42
124	46
125	50
126	55
127	58
128	60
129	65
130	68
131	72
132	76
133	81
134	88
135	98
136	102
137	105
138	112
139	118
140	119
141	121
142	121
143	122
144	121
145	121
146	123
147	122
148	122
149	122
150	122
151	122
152	122
153	122
154	121
155	120
156	117
157	115
158	118
159	117
160	117
161	116
162	116
163	116
164	115
165	115
166	114
167	114
168	113
169	112
170	109
171	113
172	110
173	111
174	108
175	109
176	109
177	108
178	106
179	106
180	105
181	104
182	102
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	14
302	9
303	8
304	8
305	8
306	9
307	8
308	8
309	8
310	8
311	7
312	8
313	8
314	8
315	9
316	7
317	8
318	8
319	8
320	8
321	8
322	9
323	7
324	9
325	15
326	18
327	20
328	22
329	25
330	28
331	32
332	36
333	39
334	42
335	47
336	50
337	54
338	58
339	62
340	65
341	69
342	69
343	71
344	72
345	71
346	71
347	71
348	71
349	71
350	70
351	70
352	70
353	71
354	70
355	69
356	68
357	66
358	67
359	65
360	65
361	65
362	65
363	64
364	63
365	64
366	63
367	61
368	63
369	62
370	62
371	61
372	60
373	59
374	59
375	58
376	58
377	57
378	56
379	57
380	56
381	56
382	55
383	55
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	1
504	1
505	2
506	2
507	2
508	2
509	2
510	1
511	2
512	2
513	2
514	2
515	3
516	2
517	3
518	2
519	2
520	2
521	3
522	3
523	4
524	4
525	4
526	4
527	2
528	2
529	2
530	1
531	1
532	2
533	1
534	1
535	1
536	1
537	2
538	1
539	1
540	2
541	1
542	1
543	2
544	1
545	2
546	1
547	2
548	1
549	1
550	2
551	1
552	1
553	1
554	2
555	2
556	2
557	2
558	2
559	1
560	1
561	1
562	1
563	1
564	2
565	2
566	2
567	2
568	2
569	2
570	2
571	2
572	2
573	2
574	2
575	2
576	2
577	2
578	1
579	1
580	1
581	2
582	2
583	2
584	2
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	0
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	0
618	0
619	0
620	0
621	0
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	0
631	0
632	0
633	0
634	0
635	0
636	0
637	0
638	0
639	0
640	0
641	0
642	0
643	0
644	0
645	0
646	0
647	0
648	0
649	0
650	0
651	0
652	0
653	0
654	0
655	0
656	0
657	0
658	0
659	0
660	0
661	0
662	0
663	0
664	0
665	0
666	0
667	0
668	0
669	0
670	0
671	0
672	0
673	0
674	0
675	0
676	0
677	0
678	0
679	0
680	0
681	0
682	0
683	0
684	0
685	0
686	0
687	0
688	0
689	0
690	0
691	0
692	0
693	0
694	0
695	0
696	0
697	0
698	0
699	0
700	0
701	0
702	0
